filename,split,Tree,Shrub,Grass,Crop,Built-up,Barren,Water,hybrid_gemma3-4b,hybrid_qwen3-vl-8b,text_qwen3-4b,vision_gemma3-4b,vision_qwen3-vl-8b
161575.png,synth,20,0,76,0,0,4,0,"The image depicts a mountainous region dominated by extensive grasslands (76%) interspersed with areas of scattered trees (20%). A significant portion of the landscape appears barren (4%), with rocky slopes and exposed terrain contributing to the rugged topography.","The scene depicts a predominantly grass-covered landscape (76%) interspersed with patches of tree cover (20%) and small areas of barren ground (4%), suggesting a semi-arid or transitional terrain with scattered vegetation and rocky outcrops.","The scene is predominantly covered by grass, indicating a natural, open pasture or meadow landscape with minimal tree cover and sparse barren areas.","This remote sensing image depicts a mountainous region with a mix of arid, brown-colored terrain and areas of dense, green vegetation, likely indicating a riparian zone or areas of higher moisture content. The rugged topography and steep slopes suggest a region undergoing significant erosion and geological processes.","This satellite image shows a rugged, mountainous terrain with patchy vegetation, likely a highland or alpine region. The varied shades of green and brown indicate a mix of forested areas, grasslands, and exposed rock or soil, with no obvious signs of dense urban development or large-scale agriculture."
130641.png,synth,76,0,24,0,0,0,0,"The image depicts a landscape dominated by dense forest (76%) interspersed with patches of grassland (24%), with a prominent river meandering through the terrain. A light-colored, possibly sandy or rocky, band runs along the river’s edge, suggesting a riparian zone or exposed landform.","The scene depicts a predominantly forested landscape, with tree cover dominating 76% of the area in a patchy, undulating terrain, interspersed with 24% grassland, likely along slopes or in drier zones, suggesting a mixed woodland-grassland ecosystem.","The scene is dominated by forested land use, with trees covering 76% of the area, indicating a primarily wooded or natural landscape. Grass covers a smaller portion, suggesting sparse open areas or edges within the forest.","The image depicts a region dominated by dense, green forest interspersed with a wide, meandering river and a lighter-toned, potentially eroded or altered floodplain along its banks. The landscape shows a significant area of forested land with evidence of fluvial activity and possibly past or present landform changes.","This satellite image shows a rugged, mountainous terrain with a prominent river carving a winding valley through dense green forests and interspersed brown, possibly agricultural or barren, patches. The river acts as a clear geographical divider, highlighting the contrast between the vegetated slopes and the flatter, more disturbed land along its banks."
101396.png,synth,0,0,89,0,0,11,0,"The image depicts a landscape dominated by extensive areas of grass (89%), interspersed with patches of barren land (11%). The terrain appears relatively flat with a textured surface indicative of soil or sediment.","The scene is predominantly covered by grass, forming a textured, mottled landscape with patches of barren land interspersed throughout, indicating a natural, sparsely developed terrain.","The scene is predominantly grassland, indicating a vast area of natural or managed pasture, with only a small portion of barren land.","This image depicts a heavily textured, arid landscape likely composed of rocky terrain and possibly sparse vegetation, suggesting a region with limited agricultural potential and dominated by natural, uncultivated land. The surface appears weathered and eroded, indicative of a dry climate and potentially exposed bedrock.","This remote sensing image depicts a vast, arid or semi-arid landscape dominated by sparse, low-lying vegetation and dry, cracked earth, characteristic of a desert or savanna environment with minimal human development. The terrain appears rugged and uneven, with subtle variations in tone suggesting sparse vegetation cover and possible erosion patterns across the region."
57314.png,synth,90,0,7,0,0,3,0,"The image depicts a landscape dominated by dense tree cover (90%), interspersed with patches of grass (7%) and small areas of barren land (3%). Several lighter, possibly water-related, features are visible throughout the scene.","The scene is dominated by dense tree cover (90%), forming a continuous, dark canopy that blankets most of the area, with sparse patches of grass (7%) and barren land (3%) visible as lighter, textured interruptions, particularly along winding linear features and in scattered clearings.","The scene is predominantly forested, with dense tree cover covering 90% of the area, indicating a heavily wooded landscape. Grass covers a small portion, and only a minor fraction is barren.","This image depicts a mountainous region dominated by dense forest cover, with some areas showing evidence of disturbed land use, likely due to agriculture or small settlements. A meandering river and a few scattered, lighter-toned patches suggest alluvial deposits or potentially open areas within the forested landscape.","This satellite image shows a rugged, mountainous terrain with dense forest cover, interspersed with winding river valleys and scattered clearings that suggest human settlement or agricultural activity. The varied topography and patchwork of land use indicate a remote, possibly rural or wilderness area."
17972.png,synth,69,0,31,0,0,0,0,"The image depicts a mountainous region dominated by dense forest cover (69%) interspersed with areas of grassland (31%). The terrain shows significant topographic variation with numerous drainage channels and exposed, lighter-toned areas likely representing rock or bare soil.","The scene is dominated by dense tree cover (69%), forming a continuous, dark green canopy that blankets most of the landscape, with patches of lighter-toned grassland (31%) interspersed, particularly along ridges and in cleared areas, suggesting a mixed forest-grassland terrain.","The scene is dominated by forest cover, with trees making up 69% of the land use, indicating a primarily wooded or forested area. Grassland occupies a smaller portion, suggesting a mix of natural vegetation but with forests as the primary land use.","The image depicts a mountainous region dominated by dense, dark green forest cover interspersed with lighter, eroded terrain and exposed rock formations. A network of winding, light-colored river channels cuts through the landscape, suggesting significant fluvial erosion and potentially agricultural or settlement activity along their banks.","This satellite image shows a rugged, mountainous terrain with dense forest cover interspersed with patches of agriculture and scattered settlements, indicating a mix of natural and human-modified land use in a hilly region."
211828.png,synth,23,0,58,14,1,4,0,"The image depicts a landscape dominated by grass (58%) interspersed with scattered trees (23%) and a small area of cultivated crops (14%). A thin road and a small built-up area (1%) are visible, while barren land (4%) and some patches of trees are present in the background.","The scene is dominated by grasslands (58%) interspersed with scattered crop fields (14%) and patches of trees (23%), forming a rural mosaic, with minimal built-up areas (1%) and sparse barren land (4%) visible along a linear feature like a road.","The scene is predominantly grassland, with grass covering 58% of the area, making it the dominant land use. Trees and crops occupy smaller portions, while built-up and barren areas are minimal.","The image depicts a rural landscape dominated by agricultural fields and scattered patches of woodland, with a road cutting through the terrain. A small settlement and a building complex are visible near the top of the image, situated on a slightly elevated area.","This satellite image shows a rural landscape with patchwork agricultural fields, likely in a dry or semi-arid region, characterized by dark brown soil and scattered green plots. A prominent straight road cuts across the scene, with a cluster of buildings visible in the upper left, suggesting a small settlement or farmstead."
88767.png,synth,80,0,20,0,0,0,0,"The image depicts a landscape dominated by dense tree cover (80%) interspersed with areas of grass (20%), primarily concentrated in lower-lying areas and along what appear to be drainage channels. The terrain shows evidence of slopes and valleys, suggesting a hilly or mountainous region.","The scene is dominated by dense tree cover (80%), forming a continuous, textured green canopy with subtle variations in shade and patchy lighter areas, likely indicating grassy clearings or transitions, suggesting a forested or woodland landscape with minor grassland interspersion.","The scene is predominantly forested, with trees covering 80% of the area, indicating a forest or woodland land use. Grass covers a smaller portion, suggesting a mix of natural vegetation but with forest as the dominant land cover.","This image depicts a mountainous region with dense, green vegetation covering much of the slopes, suggesting forested or heavily vegetated land use. The rugged terrain is characterized by deep valleys and ridges, indicating significant topographic variation and likely areas of erosion.","This satellite image shows a rugged, mountainous terrain with dense green vegetation, interspersed with patches of lighter brown and tan, likely indicating forest clearing, agricultural land, or seasonal dryness. A prominent river or valley cuts through the landscape, creating a natural corridor and influencing the surrounding land use patterns."
120709.png,synth,13,15,70,0,0,0,2,"The image depicts a landscape dominated by extensive grasslands (70%), interspersed with scattered trees (13%) and shrubs (15%), with a small amount of water (2%) visible in the lower portion. The terrain appears to be relatively flat with some subtle topographic variations, likely indicative of a dry or semi-arid environment.","The scene is dominated by grasslands (70%), interspersed with patches of shrub (15%) and tree cover (13%), with small water bodies (2%) along the edges, suggesting a semi-arid or transitional landscape with sparse vegetation and limited water resources.","The scene is dominated by grass (70%), indicating a large open grassland or pasture area, with minor patches of tree and shrub cover and a small water feature.","The image depicts a largely arid landscape with extensive, light-colored, possibly sandy or rocky, terrain interspersed with a network of roads and tracks, suggesting limited agricultural use and potentially mineral extraction activities. Prominent, rugged mountains and valleys dominate the central and upper portions of the scene, indicating a mountainous and potentially semi-desert environment.","This satellite image shows a rugged, arid landscape with patchy vegetation and scattered settlements, likely in a semi-desert or mountainous region. A prominent river or estuary flows into a coastal body of water in the lower left, with winding roads and sparse development indicating low population density and limited infrastructure."
209856.png,synth,1,0,84,0,0,15,0,"The image depicts a landscape dominated by extensive grasslands (84%) interspersed with barren areas (15%), with a small percentage of trees (1%). The terrain appears to be hilly or mountainous, exhibiting a complex network of ridges and valleys.","The scene depicts a rugged, mountainous terrain where grass dominates 84% of the surface, interspersed with patches of barren land (15%) and sparse tree cover (1%), suggesting a semi-arid or high-altitude environment with limited vegetation density.","The scene is predominantly grassland, with 84% coverage, indicating a large open area of natural or managed grass cover, while tree and barren areas are minimal.","This remote sensing image depicts a rugged, mountainous terrain with extensive areas of brown, possibly barren or sparsely vegetated land, likely indicative of a desert or semi-arid environment. A winding river or drainage channel cuts through the landscape, suggesting a focus on water resources and potentially supporting limited agricultural or settlement activity along its banks.","This satellite image shows a rugged, mountainous terrain with patchy vegetation and scattered settlements, likely in a highland or alpine region, where human habitation is sparse and adapted to the steep topography."
186838.png,synth,1,0,46,49,4,0,0,"The image depicts a landscape dominated by agricultural land, with approximately 49% consisting of crops, 46% of grass, and 1% of trees. A small built-up area occupies a portion of the upper right corner, alongside a meandering river channel visible throughout the scene.","The scene depicts a predominantly agricultural landscape, with vast expanses of crop fields (49%) interspersed with grasslands (46%), and a small built-up area (4%) concentrated in the upper right corner, suggesting a rural settlement. Sparse tree cover (1%) is scattered across the terrain, indicating a largely open, cultivated environment.","The scene is predominantly agricultural, with crops covering 49% of the area, followed by grass (46%) and a small amount of built-up and tree cover.","The image depicts a landscape dominated by agricultural fields and pastureland, with a small town or settlement clustered in the upper right corner. Rolling hills and a meandering river channel cut through the terrain, suggesting a relatively flat, rural area.","This satellite image shows a rural landscape dominated by patchwork agricultural fields in varying shades of green and brown, with a small clustered settlement in the upper right featuring red-roofed buildings. A winding road or river cuts through the terrain, and a dark, irregularly shaped wetland or pond is visible in the lower left."
64315.png,synth,31,0,60,5,3,1,0,"The image depicts a landscape dominated by extensive grasslands (60%) interspersed with scattered trees (31%) along a linear drainage channel, with a small built-up area (3%) located in the lower portion of the scene. A small area of cultivated crops (5%) is visible adjacent to the channel, while barren land accounts for a minimal percentage (1%).","The scene depicts a predominantly grass-covered landscape with scattered tree patches and small crop fields, interspersed with a minor built-up area in the lower-left corner and a narrow, winding road cutting through the terrain.","The scene is predominantly grassland, covering 60% of the area, with a significant portion of the land used for tree cover (31%), indicating a mix of natural vegetation and some forested areas. Built-up and crop areas are minor, suggesting a largely rural or natural landscape with limited human development.","The image depicts a rugged, mountainous terrain with extensive erosion patterns, likely in a semi-arid region. A small settlement with green vegetation is situated at the base of the mountains, suggesting a localized area of agriculture or human habitation.","This satellite image shows a rugged, mountainous terrain with a winding river valley, where patchwork agricultural fields and a small settlement are nestled in the lower elevations, contrasting with the dense, forested slopes."
298744.png,synth,4,0,90,0,0,6,0,"The image depicts a landscape dominated by extensive grasslands (90%) interspersed with areas of barren terrain (6%), exhibiting a network of linear ridges and valleys. A small amount of tree cover (4%) is present, primarily concentrated along the ridges.","The scene depicts a predominantly grass-covered landscape (90%), with sparse tree cover (4%) and minor barren areas (6%), suggesting a vast, open terrain with subtle vegetation variation and minimal human development.","The scene is predominantly grassland, with extensive coverage of grass (90%), indicating a natural or agricultural pasture. Trees are sparse (4%), and barren areas are minimal (6%), suggesting a largely open, vegetated landscape.","This image depicts a rugged, arid landscape characterized by extensive canyons and mesas, likely a desert or semi-arid region with sparse vegetation. The dominant land use appears to be natural, with minimal signs of human development.","This remote sensing image depicts a rugged, mountainous terrain with complex topography, characterized by deep valleys and steep slopes, likely in a semi-arid or arid region. The dominant land use appears to be natural, with sparse vegetation and minimal human development visible, suggesting a remote or protected area."
17885.png,synth,0,0,97,0,0,3,0,"The image depicts a landscape dominated by extensive grassland (97%), with scattered patches of barren land (3%) visible. A rugged, mountainous terrain with some rocky outcrops is present throughout the scene.","The scene is dominated by extensive grassland covering 97% of the area, with a sparse, scattered distribution of barren land making up the remaining 3%. The terrain appears rugged and undulating, with the grassland forming a continuous, textured blanket across rolling hills and valleys, punctuated by small, isolated patches of barren ground.","The scene is predominantly grassland, indicating a vast area of natural or managed pastureland with minimal human-altered surface.","The image depicts a rugged, mountainous landscape with extensive areas of bare, dark-colored rock and soil, likely representing arid or semi-arid land use. Scattered patches of white suggest snow or ice, and a few small, isolated structures are visible within the terrain.","This remote sensing image shows a rugged, arid mountainous region with sparse vegetation, characterized by winding river valleys and scattered settlements. Key features include a prominent river system carving through the terrain and a few small, isolated human settlements nestled in the valleys."
13558.png,synth,58,0,41,0,1,0,0,"The image depicts a landscape dominated by dense tree cover (58%) interspersed with areas of grass (41%), with a small, isolated built-up area (1%) visible in the lower right corner. The terrain appears rugged and hilly, exhibiting a network of linear features likely representing drainage channels or valleys.","The scene is predominantly forested with dense tree cover, interspersed with patches of grassland and a small, scattered built-up area, suggesting a rural or semi-rural landscape with minimal urban development.","The scene is predominantly forested, with trees covering 58% of the area, indicating a wooded landscape. Grass covers a significant secondary portion (41%), suggesting natural or agricultural open spaces, while built-up areas are minimal at 1%.","This image depicts a mountainous region with dense forest cover interspersed with patches of agricultural land and a small settlement clustered along a valley. The terrain is rugged, characterized by dissected ridges and valleys, suggesting a landscape shaped by erosion and potentially significant topographic variation.","This satellite image shows a rural, hilly landscape with patchwork agriculture and scattered settlements nestled among dense forests and rugged terrain, indicative of a mountainous or upland region."
244389.png,synth,88,0,12,0,0,0,0,"The image depicts a mountainous region dominated by dense forest cover (88%) interspersed with patches of grassland (12%), with a prominent river winding through the landscape. The terrain appears rugged and hilly, suggesting a forested watershed area.","The scene depicts a predominantly forested landscape, with tree cover dominating 88% of the area and forming dense, continuous patches across rolling terrain, interspersed with narrow, winding waterways and smaller areas of grassland.","The scene is predominantly forested, with tree cover accounting for 88% of the land use, indicating a dense woodland or forested area. Grass cover makes up a minor portion, suggesting sparse open spaces or edges within the forest.","This image depicts a mountainous region dominated by dense forest cover, with a prominent river winding through the valleys and creating a network of drainage channels. The varied terrain suggests a landscape with significant topographic variation and potentially areas of disturbed land near the river.","This satellite image shows a rugged, mountainous terrain with dense green forests dominating the landscape, interspersed with winding river valleys and patches of lighter-toned agricultural or cleared land, indicating a mix of natural and human-modified land use."
12809.png,synth,90,0,10,0,0,0,0,"The image depicts a landscape dominated by dense tree cover (90%), interspersed with patches of grass (10%), and characterized by rolling, hilly terrain with significant variations in color suggesting soil composition and possibly rock outcrops.","The scene is dominated by dense tree cover (90%), forming a continuous, textured canopy that blankets most of the landscape, with sparse, scattered grassy patches (10%) visible in depressions or cleared areas, suggesting a predominantly forested or woodland environment with minimal open grassland.","The scene is dominated by tree cover, indicating a forested or wooded area with significant natural vegetation. Grass occupies a minor portion, suggesting sparse open spaces or edges within the woodland.","This image depicts a rugged, mountainous landscape with significant areas of dense, forested vegetation interspersed with reddish-brown, rocky terrain, suggesting a region with a mix of woodland and potentially exposed bedrock or erosion features. The presence of valleys and ridges indicates a complex topography.","This remote sensing image shows a densely populated urban area nestled within a rugged, mountainous terrain, characterized by a patchwork of built-up zones and surrounding forested or vegetated slopes. The settlement appears to follow the contours of the valley, with roads and structures visible against the darker, forested background."
242755.png,synth,49,0,16,34,0,1,0,"The image depicts a landscape dominated by cultivated crops (34%) interspersed with significant tree cover (49%) and patches of grass (16%). A network of waterways and some barren land (1%) are visible throughout the scene, suggesting an agricultural area with associated riparian zones and potentially some undeveloped terrain.","The scene displays a patchwork of agricultural fields, dominated by crop land (34%) and tree cover (49%), interspersed with grassy areas and sparse barren patches, suggesting a mixed-use rural landscape with clear human management.","The scene is predominantly wooded, with trees covering 49% of the area, making it the dominant land use. Crop cultivation accounts for 34%, indicating a significant agricultural component, while grass and barren areas are minor.","The image depicts a landscape dominated by agricultural fields, likely used for farming, interspersed with patches of forested areas and a meandering river channel. The terrain appears relatively flat with a network of smaller streams and drainage patterns flowing through the cultivated land.","This satellite image shows a patchwork of agricultural fields in varying shades of green and brown, interspersed with winding river channels and darker forested areas, indicating a mixed-use rural landscape shaped by both farming and natural topography."
278692.png,synth,60,0,39,0,0,1,0,"The image depicts a landscape dominated by dense tree cover (60%) interspersed with expansive grasslands (39%), with a small area of barren land (1%). A network of linear features, likely river channels or drainage paths, cuts through the terrain, creating a pattern of forested and grassy areas along their courses.","The scene shows a landscape dominated by dense tree cover (60%) interspersed with extensive grasslands (39%), forming a patchwork of green and brown hues, with only minor barren areas (1%) visible as sparse, light-toned patches.","The scene is predominantly forested, with trees covering 60% of the area, indicating a wooded or forested land use. Grasslands make up a smaller portion, suggesting a mix of natural vegetation, but the dominant land cover is forest.","The image depicts a landscape with a significant area of dense, green vegetation likely representing a forest or woodland, contrasting with extensive areas of arid, reddish-brown terrain suggesting desert or degraded land. A meandering river or drainage channel cuts through the landscape, highlighting the interaction between water and the varied land use patterns.","This satellite image shows a rugged, mountainous terrain with a clear contrast between dense green forested areas and exposed brownish rocky or barren slopes, indicating varied land use and topography. A winding river or stream cuts through the landscape, carving a visible path through the terrain."
236687.png,synth,3,0,8,89,0,0,0,"The image depicts a landscape dominated by cultivated crops (89%), interspersed with small areas of grass (8%) and scattered trees (3%). A linear feature, likely a road or waterway, bisects the agricultural fields, suggesting a pattern of land management and potentially irrigation.","The scene is dominated by vast, patchwork agricultural fields (89% crop), interspersed with narrow strips of grassland and sparse tree cover, suggesting a highly cultivated rural landscape with a winding waterway cutting through the terrain.","The scene is predominantly agricultural, with 89% coverage of crops, indicating a large-scale farming landscape.","The image depicts a landscape dominated by agricultural fields, likely used for farming, interspersed with a meandering river channel. The terrain shows a relatively flat, cultivated area with distinct field boundaries and a prominent watercourse cutting through the land.","This satellite image shows a patchwork of agricultural fields in varying shades of green and brown, interspersed with a winding river and a straight road, indicating a rural landscape shaped by human land use and natural waterways."
152224.png,synth,100,0,0,0,0,0,0,"The image depicts a landscape dominated by dense, mature tree cover (100%), with a prominent linear feature suggesting a valley or drainage channel running through the area. The overall terrain appears relatively flat and covered in a uniform green vegetation.","The scene is entirely covered by dense tree canopy, forming a continuous, textured green mosaic with subtle variations in hue and shadow that suggest undulating terrain or canopy structure. This indicates a uniformly forested landscape with no other land cover types present.","The scene is dominated by forest land use, with 100% coverage of trees, indicating a dense, continuous woodland or natural forest area.","The image depicts a heavily vegetated landscape, likely a forested area with some open grasslands, characterized by a prominent linear drainage feature – a river or stream valley – cutting through the terrain. The varying shades of green suggest differences in vegetation density and possibly soil moisture.","This satellite image shows a rugged, mountainous terrain with dense, patchy vegetation in varying shades of green and brown, indicating diverse forest cover and possibly seasonal or elevation-related changes. The irregular, winding patterns suggest natural topography with valleys and ridges, likely in a highland or alpine region."
43188.png,synth,62,0,38,0,0,0,0,The image depicts a landscape dominated by a river valley with a significant area of tree cover (62%) interspersed with grassland (38%). The valley floor is characterized by exposed terrain and a meandering river channel.,"The scene shows a landscape dominated by dense tree cover (62%) in rugged, hilly terrain, interspersed with patches of grassland (38%) along valleys and slopes, suggesting a mixed forest-grassland ecosystem shaped by topography.","The scene is predominantly forested, with trees covering 62% of the area, indicating a significant natural woodland or forest land use. Grass covers the remaining 38%, suggesting some open or pasture areas mixed within the forested landscape.","This remote sensing image depicts a landscape characterized by a river winding through a region of mixed vegetation and exposed, reddish-brown terrain, suggesting a transition zone between potentially arid or semi-arid land and a more vegetated area. The presence of a river indicates a potential water source and supports riparian land use along its banks.","This satellite image shows a rugged, mountainous terrain with dense green forests in the valleys and slopes, contrasted by brown, arid uplands. A winding river cuts through the landscape, with a small, linear settlement or road visible along its course."
62374.png,synth,1,0,22,73,3,1,0,"The image depicts a landscape dominated by cultivated crops (73%), interspersed with areas of grass (22%) and a small built-up area (3%). A network of linear features, likely irrigation canals or drainage ditches, cuts through the agricultural fields, alongside a small barren area and sparse tree cover (1%).","The scene is dominated by extensive, patchwork crop fields (73%), interspersed with smaller areas of grass (22%) and a sparse built-up area (3%) along a riverbank, with minimal tree cover (1%) and barren land (1%) scattered throughout.","The scene is predominantly agricultural, with 73% covered by crops, indicating a rural or farming landscape. Small areas of grass and built-up land suggest some natural vegetation and human infrastructure, but agriculture dominates the land use.","The image depicts a landscape dominated by agricultural fields, likely used for crop cultivation, alongside a meandering river and a small settlement situated near the water's edge. The terrain appears relatively flat with some rolling hills and evidence of drainage patterns.","This satellite image shows a patchwork of agricultural fields in varying shades of brown and green, interspersed with dark linear features likely representing rivers or streams, and a small clustered settlement at the lower right. The landscape is characterized by cultivated farmland and natural waterways, typical of a rural, possibly Mediterranean, region."
140073.png,synth,95,0,5,0,0,0,0,"The image depicts a heavily forested mountainous region dominated by trees (95%), with a small area of grass (5%) visible along the waterways. A network of meandering streams and rivers cuts through the forested terrain, suggesting a landscape with significant fluvial activity.","The scene depicts a predominantly forested landscape, with tree cover dominating 95% of the area and forming a continuous, dense canopy across rolling terrain, while sparse grasslands occupy only 5% of the visible surface.","The scene is predominantly forested, with tree cover accounting for 95% of the land use, indicating a dense woodland or forested area. Grass coverage is minimal at 5%, suggesting sparse or transitional vegetation.","This image depicts a heavily forested mountainous region with a network of meandering rivers carving through the terrain, suggesting a landscape dominated by dense vegetation and significant fluvial erosion. The reddish-brown areas likely represent exposed soil or eroded slopes within the forested hills.","This satellite image shows a rugged, mountainous terrain with dense green vegetation, interspersed with brownish areas indicating drier land or soil exposure, and a winding river carving through the landscape."
86295.png,synth,0,0,2,98,0,0,0,"The image depicts a landscape dominated by cultivated crops (98%), with a small area of grass (2%). The land is divided into numerous rectangular fields, suggesting a pattern of agricultural management and potentially terracing or drainage features.","The scene depicts a predominantly agricultural landscape, with 98% of the area covered by cultivated crops arranged in a patchwork of geometric fields, interspersed with small, scattered grassy areas.","The scene is predominantly agricultural, with 98% coverage of crops, indicating a large-scale farming area. Grass makes up a negligible portion, suggesting minimal natural pasture or rangeland.","This image depicts a heavily cultivated agricultural landscape, characterized by numerous rectangular fields divided by hedgerows, suggesting a patchwork farming system. The terrain appears relatively flat with subtle topographic features, likely a gently rolling plain suitable for extensive crop production.","This remote sensing image shows a patchwork of agricultural fields, likely in a temperate region, with varied crop types or soil moisture creating distinct color blocks. A prominent linear feature, possibly a road or river, cuts through the landscape, intersecting the fields and defining the regional geography."
193058.png,synth,41,17,41,0,0,1,0,"The image depicts a landscape dominated by trees (41%), interspersed with shrubs (17%) and grasses (41%), with a small area of barren land (1%). A prominent water feature, likely a stream or small waterfall, flows through the lower portion of the scene, adjacent to rocky terrain.","The scene depicts a predominantly vegetated landscape, with tree and grass cover each dominating at 41%, forming a patchwork of dense vegetation interspersed with shrub areas (17%) and sparse barren patches (1%), suggesting a mixed woodland or savanna-like environment with minimal bare ground.","The scene is dominated by trees and grass, with both covering 41% of the area, indicating a mixed woodland-grassland landscape. Shrub cover is moderate, and barren areas are minimal.","The image depicts a rugged, arid landscape with extensive rocky terrain and a small, white waterfall flowing into a channel, suggesting a localized drainage system within a predominantly barren, likely desert or semi-desert environment. There appears to be minimal vegetation cover, indicating limited land use beyond natural processes.","This satellite image shows a rugged, mountainous terrain with dense forest cover, interspersed with patches of cleared land and winding river valleys, indicating a mix of natural wilderness and limited human development."
78689.png,synth,67,0,33,0,0,0,0,"The image depicts a landscape dominated by dense tree cover (67%) interspersed with areas of grassland (33%), situated within a rugged, hilly terrain with exposed rock formations and a meandering river channel.","The scene is dominated by dense tree cover (67%), forming a continuous, dark green canopy that blankets most of the landscape, interspersed with patches of lighter-toned grassland (33%) in valleys and along fragmented clearings, suggesting a mixed forest-grassland ecosystem.","The scene is dominated by forest cover, with trees making up 67% of the land use, indicating a wooded or forested area. Grass covers the remaining 33%, suggesting some open or transitional vegetation, but forest remains the primary land use.","The image depicts a landscape dominated by arid or semi-arid land use, characterized by extensive reddish-brown soil and sparse vegetation, with a significant forested area concentrated in the central region. A winding road and a river channel cut through the terrain, suggesting human activity and a water source within this otherwise rugged, mountainous environment.","This satellite image shows a mixed-land-use landscape dominated by agricultural fields in the upper left, transitioning to dense forested areas in the lower right, with a winding river or stream cutting through the terrain and a visible road or path connecting the regions."
37516.png,synth,0,0,71,9,0,20,0,"The image depicts a landscape dominated by extensive grasslands (71%), interspersed with small areas of cultivated crops (9%) and barren land (20%). The terrain appears to be hilly or mountainous, with a network of linear features possibly representing drainage channels or roads cutting through the landscape.","The scene depicts a predominantly grass-covered landscape interspersed with patches of crop fields and barren land, suggesting a rural or semi-arid agricultural region with varied land use. The grass dominates the spatial layout, while the crop and barren areas form smaller, fragmented patches, likely indicating seasonal or managed agricultural activity.","The scene is predominantly grassland, covering 71% of the area, indicating a large expanse of natural or managed pasture. Crop cultivation accounts for only 9%, suggesting limited agricultural activity.","This image depicts a rugged, mountainous landscape with predominantly arid or semi-arid land use, characterized by extensive brown and reddish-brown vegetation and rocky terrain. A winding river or drainage channel cuts through the valley, highlighting the region's topography and potential for water resources.","This satellite image shows a patchwork of agricultural fields and sparse vegetation across a semi-arid or dryland region, with winding waterways or irrigation channels cutting through the terrain, suggesting human-modified landscapes for farming in a water-scarce environment."
272978.png,synth,75,15,9,0,1,0,0,"The image depicts a mountainous region dominated by dense forest cover (75%), interspersed with areas of shrub (15%) and scattered grass (9%). A small amount of built-up area (1%) is visible within the landscape, alongside prominent drainage channels and exposed rock formations.","The scene is dominated by dense tree cover (75%), forming a continuous, forested landscape with subtle variations in tone suggesting topographic relief or canopy density. Small patches of shrubland (15%) and grass (9%) are interspersed, while isolated built-up areas (1%) appear as minor, scattered developments, likely along roads or settlements.","The scene is primarily forested, with a dominant tree cover of 75%, indicating a wooded or natural landscape with minimal human development.","This image depicts a mountainous region dominated by dense forest cover, with numerous winding river channels carving through the terrain and exposing lighter-colored, possibly rocky, areas. The landscape appears rugged and heavily influenced by fluvial erosion.","This satellite image shows a rugged, mountainous terrain with dense forest cover interspersed with winding river valleys and scattered human settlements, indicating a mix of natural wilderness and limited agricultural or residential development."
263390.png,synth,0,0,39,42,7,12,0,"The image depicts a landscape dominated by agricultural land, with approximately 42% covered in crops and 39% in grass, interspersed with areas of barren land (12%). A small built-up area (7%) is present along a network of roads and pathways, suggesting a localized settlement within the primarily rural environment.","The scene shows a predominantly agricultural landscape, with crop fields dominating the central and lower regions, interspersed with patches of grass and bordered by a built-up area in the upper right. Barren land forms the background, suggesting a semi-arid or dry environment with human-modified agriculture.","The scene is primarily agricultural, with crops covering the largest land area, followed by grasslands. Built-up areas and barren land occupy smaller portions, indicating a rural landscape with some human development.","The image depicts a semi-arid landscape characterized by extensive agricultural fields, likely for irrigation, interspersed with a small urban area and a network of roads. The terrain appears to be relatively flat with subtle linear features suggesting drainage patterns or geological formations.","This satellite image shows a semi-arid agricultural landscape with patchwork fields, likely irrigated, interspersed with sparse vegetation and a small settlement. A prominent linear feature, possibly a road or canal, runs through the scene, separating cultivated areas from more barren terrain."
252287.png,synth,4,0,13,83,0,0,0,"The image depicts a landscape dominated by cultivated crops (83%), interspersed with patches of grass (13%) and a narrow band of trees (4%) along a river channel. The agricultural fields exhibit a patchwork pattern, suggesting different crop types or stages of growth.","The scene is dominated by extensive, patchwork agricultural fields (83% crop), interspersed with smaller areas of grassland (13%) and sparse tree cover (4%), suggesting a primarily rural, cultivated landscape with a winding river cutting through the terrain.","The scene is predominantly agricultural, with 83% covered by crops, indicating a large-scale farming landscape.","The image depicts a landscape dominated by agricultural fields, primarily cultivated with green crops, interspersed with patches of brown soil. A prominent river or stream meanders through the center of the scene, flanked by forested hills and ridges.","This satellite image shows a patchwork of agricultural fields in varying shades of green and brown, indicating different crops or soil conditions, bordered by a prominent river or stream winding through the landscape. The terrain is relatively flat, with the river acting as a natural boundary and the fields suggesting intensive, organized farming."
